"GEOID","Year","Units","WASL","HSPE","SBA","LIHTC_Units","PUB_Units","Test_Level","Treated","Treatment"
5304230,2003,110,1,0,0,110,0,2.59,1,1
5304230,2004,119,1,0,0,119,0,2.84,1,1
5304230,2005,0,1,0,0,0,0,2.96,1,0
5304230,2006,118,1,0,0,118,0,2.89,1,1
5304230,2007,0,1,0,0,0,0,3.07,1,0
5304230,2008,0,1,0,0,0,0,3.03,1,0
5304230,2009,0,0,1,0,0,0,3.09,1,0
5304230,2010,0,0,1,0,0,0,3.03,1,0
5304230,2011,69,0,1,0,60,9,2.96,1,1
5304230,2012,0,0,1,0,0,0,3.18,1,0
5304230,2013,0,0,1,0,0,0,3.37,1,0
5304230,2014,0,0,1,0,0,0,3.29,1,0
5304230,2015,0,0,0,1,0,0,3.07,1,0
5304260,2002,0,1,0,0,0,0,1.7,0,0
5304260,2003,0,1,0,0,0,0,2.02,0,0
5304260,2004,0,1,0,0,0,0,2.39,0,0
5304260,2005,0,1,0,0,0,0,2.42,0,0
5304260,2006,0,1,0,0,0,0,2.62,0,0
5304260,2007,0,1,0,0,0,0,2.61,0,0
5304260,2008,0,1,0,0,0,0,2.4,0,0
5304260,2009,0,0,1,0,0,0,2.38,0,0
5304260,2010,0,0,1,0,0,0,2.56,0,0
5304260,2011,0,0,1,0,0,0,2.27,0,0
5304260,2012,0,0,1,0,0,0,2.35,0,0
5304260,2013,0,0,1,0,0,0,2.61,0,0
5304260,2014,0,0,1,0,0,0,2.28,0,0
5304260,2015,0,0,0,1,0,0,2.35,0,0
5304380,2002,0,1,0,0,0,0,1.88,0,0
5304380,2003,0,1,0,0,0,0,2.14,0,0
5304380,2004,0,1,0,0,0,0,2.31,0,0
5304380,2005,0,1,0,0,0,0,2.37,0,0
5304380,2006,0,1,0,0,0,0,2.47,0,0
5304380,2007,0,1,0,0,0,0,2.56,0,0
5304380,2008,0,1,0,0,0,0,2.08,0,0
5304380,2009,0,0,1,0,0,0,2.65,0,0
5304380,2010,0,0,1,0,0,0,2.12,0,0
5304380,2011,0,0,1,0,0,0,2.57,0,0
5304380,2012,0,0,1,0,0,0,2.96,0,0
5304380,2013,0,0,1,0,0,0,2.68,0,0
5304380,2014,0,0,1,0,0,0,2.57,0,0
5304380,2015,0,0,0,1,0,0,2.59,0,0
5304410,2002,0,1,0,0,0,0,1.79,0,0
5304410,2003,0,1,0,0,0,0,1.99,0,0
5304410,2004,0,1,0,0,0,0,1.63,0,0
5304410,2005,0,1,0,0,0,0,2.45,0,0
5304410,2006,0,1,0,0,0,0,2.16,0,0
5304410,2007,0,1,0,0,0,0,2.55,0,0
5304410,2008,0,1,0,0,0,0,1.95,0,0
5304410,2009,0,0,1,0,0,0,2.05,0,0
5304410,2010,0,0,1,0,0,0,1.88,0,0
5304410,2011,0,0,1,0,0,0,2.15,0,0
5304410,2012,0,0,1,0,0,0,1.85,0,0
5304410,2013,0,0,1,0,0,0,2.43,0,0
5304410,2015,0,0,0,1,0,0,2.11,NA,0
5304470,2002,0,1,0,0,0,0,1.69,0,0
5304470,2003,0,1,0,0,0,0,1.92,0,0
5304470,2004,0,1,0,0,0,0,2.07,0,0
5304470,2005,0,1,0,0,0,0,2.28,0,0
5304470,2006,153,1,0,0,153,0,2.06,1,1
5304470,2007,0,1,0,0,0,0,2.29,1,0
5304470,2008,0,1,0,0,0,0,2.07,1,0
5304470,2009,0,0,1,0,0,0,2.16,1,0
5304470,2010,0,0,1,0,0,0,2.13,1,0
5304470,2011,0,0,1,0,0,0,2.47,1,0
5304470,2012,0,0,1,0,0,0,2.49,1,0
5304470,2013,0,0,1,0,0,0,2.49,1,0
5304470,2014,0,0,1,0,0,0,2.37,1,0
5304470,2015,0,0,0,1,0,0,2,1,0
5304560,2002,0,1,0,0,0,0,0,0,0
5304560,2003,0,1,0,0,0,0,2.4,0,0
5304560,2004,0,1,0,0,0,0,2.59,0,0
5304560,2005,0,1,0,0,0,0,2.56,0,0
5304560,2006,0,1,0,0,0,0,2.69,0,0
5304560,2007,0,1,0,0,0,0,2.83,0,0
5304560,2008,0,1,0,0,0,0,2.54,0,0
5304560,2009,0,0,1,0,0,0,2.75,0,0
5304560,2010,0,0,1,0,0,0,2.66,0,0
5304560,2011,0,0,1,0,0,0,2.74,0,0
5304560,2012,0,0,1,0,0,0,2.71,0,0
5304560,2013,0,0,1,0,0,0,2.97,0,0
5304560,2014,0,0,1,0,0,0,0,0,0
5304560,2015,0,0,0,1,0,0,2.72,0,0
5304590,2002,0,1,0,0,0,0,1.24,0,0
5304590,2003,0,1,0,0,0,0,1.34,0,0
5304590,2004,0,1,0,0,0,0,2.16,0,0
5304590,2005,0,1,0,0,0,0,1.6,0,0
5304590,2006,0,1,0,0,0,0,2.13,0,0
5304590,2007,0,1,0,0,0,0,1.94,0,0
5304590,2008,0,1,0,0,0,0,1.63,0,0
5304590,2009,0,0,1,0,0,0,2.24,0,0
5304590,2010,0,0,1,0,0,0,1.37,0,0
5304590,2011,0,0,1,0,0,0,1.84,0,0
5304590,2012,0,0,1,0,0,0,2.49,0,0
5304590,2013,0,0,1,0,0,0,2.25,0,0
5304590,2014,0,0,1,0,0,0,1.95,0,0
5304590,2015,0,0,0,1,0,0,1.83,0,0
5304620,2002,0,1,0,0,0,0,2.39,0,0
5304620,2003,0,1,0,0,0,0,2.37,0,0
5304620,2004,0,1,0,0,0,0,2.39,0,0
5304620,2005,0,1,0,0,0,0,2.58,0,0
5304620,2006,0,1,0,0,0,0,2.54,0,0
5304620,2007,0,1,0,0,0,0,2.81,0,0
5304620,2008,0,1,0,0,0,0,2.41,0,0
5304620,2009,0,0,1,0,0,0,2.66,0,0
5304620,2010,0,0,1,0,0,0,2.41,0,0
5304620,2011,0,0,1,0,0,0,2.38,0,0
5304620,2012,0,0,1,0,0,0,2.52,0,0
5304620,2013,0,0,1,0,0,0,2.95,0,0
5304620,2014,0,0,1,0,0,0,0,0,0
5304620,2015,0,0,0,1,0,0,2.53,0,0
5304650,2002,0,1,0,0,0,0,1.25,0,0
5304650,2003,25,1,0,0,25,0,1.29,1,1
5304650,2004,0,1,0,0,0,0,1.58,1,0
5304650,2005,0,1,0,0,0,0,1.68,1,0
5304650,2006,0,1,0,0,0,0,1.55,1,0
5304650,2007,0,1,0,0,0,0,1.61,1,0
5304650,2008,0,1,0,0,0,0,1.53,1,0
5304650,2009,0,0,1,0,0,0,1.7,1,0
5304650,2010,0,0,1,0,0,0,1.77,1,0
5304650,2011,0,0,1,0,0,0,1.75,1,0
5304650,2012,0,0,1,0,0,0,1.99,1,0
5304650,2013,0,0,1,0,0,0,2.24,1,0
5304650,2015,0,0,0,1,0,0,1.56,1,0
5304740,2002,0,1,0,0,0,0,1.56,0,0
5304740,2003,0,1,0,0,0,0,1.86,0,0
5304740,2004,0,1,0,0,0,0,1.84,0,0
5304740,2005,0,1,0,0,0,0,2.06,0,0
5304740,2006,0,1,0,0,0,0,2.12,0,0
5304740,2007,0,1,0,0,0,0,2.48,0,0
5304740,2008,0,1,0,0,0,0,1.88,0,0
5304740,2009,0,0,1,0,0,0,1.6,0,0
5304740,2010,0,0,1,0,0,0,2.68,0,0
5304740,2011,0,0,1,0,0,0,2.13,0,0
5304740,2012,0,0,1,0,0,0,2.31,0,0
5304740,2013,0,0,1,0,0,0,2.04,0,0
5304740,2015,0,0,0,1,0,0,1.6,NA,0
5304800,2002,0,1,0,0,0,0,1.41,0,0
5304800,2003,0,1,0,0,0,0,1.82,0,0
5304800,2004,0,1,0,0,0,0,1.73,0,0
5304800,2005,0,1,0,0,0,0,1.78,0,0
5304800,2006,0,1,0,0,0,0,0,0,0
5304800,2007,0,1,0,0,0,0,1.7,0,0
5304800,2008,0,1,0,0,0,0,1.75,0,0
5304800,2009,0,0,1,0,0,0,2.12,0,0
5304800,2010,0,0,1,0,0,0,2.31,0,0
5304800,2011,0,0,1,0,0,0,1.47,0,0
5304800,2012,0,0,1,0,0,0,1.69,0,0
5304800,2013,0,0,1,0,0,0,2.45,0,0
5304800,2014,0,0,1,0,0,0,2.37,0,0
5304800,2015,0,0,0,1,0,0,1.92,0,0
5304830,2002,0,1,0,0,0,0,1.93,0,0
5304830,2003,0,1,0,0,0,0,1.54,0,0
5304830,2004,0,1,0,0,0,0,1.35,0,0
5304830,2005,0,1,0,0,0,0,2.21,0,0
5304830,2006,0,1,0,0,0,0,1.97,0,0
5304830,2007,0,1,0,0,0,0,2.01,0,0
5304830,2008,0,1,0,0,0,0,1.59,0,0
5304830,2009,0,0,1,0,0,0,1.79,0,0
5304830,2010,0,0,1,0,0,0,2,0,0
5304830,2011,0,0,1,0,0,0,2.35,0,0
5304830,2012,0,0,1,0,0,0,1.8,0,0
5304830,2013,0,0,1,0,0,0,2.03,0,0
5304830,2014,0,0,1,0,0,0,2.18,0,0
5304830,2015,0,0,0,1,0,0,2,0,0
5304860,2002,0,1,0,0,0,0,1.953333,0,0
5304860,2003,0,1,0,0,0,0,1.93,0,0
5304860,2004,18,1,0,0,18,0,2.06,1,1
5304860,2005,0,1,0,0,0,0,2.13,1,0
5304860,2006,0,1,0,0,0,0,2.06,1,0
5304860,2007,0,1,0,0,0,0,2.17,1,0
5304860,2008,25,1,0,0,25,0,2.06,1,1
5304860,2009,70,0,1,0,70,0,2.05,1,1
5304860,2010,0,0,1,0,0,0,2.29,1,0
5304860,2011,0,0,1,0,0,0,2.25,1,0
5304860,2012,0,0,1,0,0,0,2.37,1,0
5304860,2013,271,0,1,0,271,0,2.32,1,1
5304860,2014,0,0,1,0,0,0,2.28,1,0
5304860,2015,0,0,0,1,0,0,2.01,1,0
5304890,2002,0,1,0,0,0,0,1.68,0,0
5304890,2003,0,1,0,0,0,0,1.63,0,0
5304890,2004,0,1,0,0,0,0,1.9,0,0
5304890,2005,0,1,0,0,0,0,2.12,0,0
5304890,2006,0,1,0,0,0,0,1.7,0,0
5304890,2007,0,1,0,0,0,0,2.76,0,0
5304890,2008,0,1,0,0,0,0,1.76,0,0
5304890,2009,0,0,1,0,0,0,2.16,0,0
5304890,2010,0,0,1,0,0,0,2.06,0,0
5304890,2011,0,0,1,0,0,0,1.87,0,0
5304890,2012,0,0,1,0,0,0,2.29,0,0
5304890,2013,0,0,1,0,0,0,2.21,0,0
5304890,2015,0,0,0,1,0,0,1.95,NA,0
5304920,2002,0,1,0,0,0,0,2.2,0,0
5304920,2003,114,1,0,0,114,0,2.21,1,1
5304920,2004,0,1,0,0,0,0,2.58,1,0
5304920,2005,108,1,0,0,108,0,2.68,1,1
5304920,2006,0,1,0,0,0,0,2.63,1,0
5304920,2007,0,1,0,0,0,0,2.84,1,0
5304920,2008,252,1,0,0,252,0,2.7,1,1
5304920,2009,0,0,1,0,0,0,2.81,1,0
5304920,2010,0,0,1,0,0,0,2.65,1,0
5304920,2011,0,0,1,0,0,0,2.83,1,0
5304920,2012,0,0,1,0,0,0,2.73,1,0
5304920,2013,0,0,1,0,0,0,2.97,1,0
5304920,2014,0,0,1,0,0,0,2.91,1,0
5304920,2015,0,0,0,1,0,0,2.52,1,0
5304950,2002,0,1,0,0,0,0,2.04,0,0
5304950,2003,0,1,0,0,0,0,2.82,0,0
5304950,2004,0,1,0,0,0,0,2.57,0,0
5304950,2005,0,1,0,0,0,0,2.83,0,0
5304950,2006,0,1,0,0,0,0,2.71,0,0
5304950,2007,0,1,0,0,0,0,2.63,0,0
5304950,2008,0,1,0,0,0,0,2.68,0,0
5304950,2009,0,0,1,0,0,0,2.63,0,0
5304950,2010,0,0,1,0,0,0,2.28,0,0
5304950,2011,0,0,1,0,0,0,2.75,0,0
5304950,2012,0,0,1,0,0,0,2.48,0,0
5304950,2013,0,0,1,0,0,0,2.88,0,0
5304950,2014,0,0,1,0,0,0,0,0,0
5304950,2015,0,0,0,1,0,0,2.22,0,0
5304980,2002,0,1,0,0,0,0,3.03,0,0
5304980,2003,0,1,0,0,0,0,3.3,0,0
5304980,2004,0,1,0,0,0,0,3.47,0,0
5304980,2005,0,1,0,0,0,0,3.44,0,0
5304980,2006,0,1,0,0,0,0,3.53,0,0
5304980,2007,0,1,0,0,0,0,3.41,0,0
5304980,2008,0,1,0,0,0,0,3.45,0,0
5304980,2009,0,0,1,0,0,0,3.47,0,0
5304980,2010,0,0,1,0,0,0,3.27,0,0
5304980,2011,0,0,1,0,0,0,3.51,0,0
5304980,2012,0,0,1,0,0,0,3.42,0,0
5304980,2013,0,0,1,0,0,0,3.53,0,0
5304980,2015,0,0,0,1,0,0,2.96,NA,0
5305010,2002,0,1,0,0,0,0,1.75,0,0
5305010,2003,0,1,0,0,0,0,1.83,0,0
5305010,2004,0,1,0,0,0,0,2.09,0,0
5305010,2005,0,1,0,0,0,0,2.39,0,0
5305010,2006,0,1,0,0,0,0,2.15,0,0
5305010,2007,0,1,0,0,0,0,2.5,0,0
5305010,2008,0,1,0,0,0,0,2.4,0,0
5305010,2009,0,0,1,0,0,0,2.21,0,0
5305010,2010,0,0,1,0,0,0,2.39,0,0
5305010,2011,0,0,1,0,0,0,2.53,0,0
5305010,2012,0,0,1,0,0,0,2.72,0,0
5305010,2013,0,0,1,0,0,0,2.87,0,0
5305010,2015,0,0,0,1,0,0,2.7,NA,0
5305020,2002,0,1,0,0,0,0,1.99,0,0
5305020,2003,0,1,0,0,0,0,2.51,0,0
5305020,2004,0,1,0,0,0,0,2.4,0,0
5305020,2005,0,1,0,0,0,0,2.91,0,0
5305020,2006,0,1,0,0,0,0,2.8,0,0
5305020,2007,0,1,0,0,0,0,2.68,0,0
5305020,2008,0,1,0,0,0,0,3.04,0,0
5305020,2009,0,0,1,0,0,0,2.81,0,0
5305020,2010,0,0,1,0,0,0,2.39,0,0
5305020,2011,0,0,1,0,0,0,3.02,0,0
5305020,2012,0,0,1,0,0,0,2.91,0,0
5305020,2013,0,0,1,0,0,0,2.68,0,0
5305020,2014,0,0,1,0,0,0,2.99,0,0
5305020,2015,0,0,0,1,0,0,2.31,0,0
5305130,2002,0,1,0,0,0,0,1.785,0,0
5305130,2003,0,1,0,0,0,0,2.09,0,0
5305130,2004,0,1,0,0,0,0,2.24,0,0
5305130,2005,0,1,0,0,0,0,2.47,0,0
5305130,2006,0,1,0,0,0,0,2.22,0,0
5305130,2007,0,1,0,0,0,0,2.39,0,0
5305130,2008,0,1,0,0,0,0,2.32,0,0
5305130,2009,0,0,1,0,0,0,2.36,0,0
5305130,2010,0,0,1,0,0,0,2.27,0,0
5305130,2011,0,0,1,0,0,0,2.31,0,0
5305130,2012,0,0,1,0,0,0,2.43,0,0
5305130,2013,0,0,1,0,0,0,2.67,0,0
5305130,2014,0,0,1,0,0,0,2.48,0,0
5305130,2015,0,0,0,1,0,0,2.41,0,0
5305160,2002,0,1,0,0,0,0,1.65,0,0
5305160,2003,0,1,0,0,0,0,2.32,0,0
5305160,2004,0,1,0,0,0,0,2.32,0,0
5305160,2005,0,1,0,0,0,0,2.35,0,0
5305160,2006,0,1,0,0,0,0,2.26,0,0
5305160,2007,53,1,0,0,53,0,2.31,1,1
5305160,2008,0,1,0,0,0,0,2.2,1,0
5305160,2009,0,0,1,0,0,0,1.98,1,0
5305160,2010,0,0,1,0,0,0,2.24,1,0
5305160,2011,0,0,1,0,0,0,2.46,1,0
5305160,2012,0,0,1,0,0,0,2.39,1,0
5305160,2013,0,0,1,0,0,0,2.64,1,0
5305160,2014,0,0,1,0,0,0,2.68,1,0
5305160,2015,0,0,0,1,0,0,2.29,1,0
5305190,2002,0,1,0,0,0,0,1.55,0,0
5305190,2003,0,1,0,0,0,0,1.56,0,0
5305190,2004,0,1,0,0,0,0,2,0,0
5305190,2005,0,1,0,0,0,0,2.18,0,0
5305190,2006,0,1,0,0,0,0,1.78,0,0
5305190,2007,0,1,0,0,0,0,1.89,0,0
5305190,2008,0,1,0,0,0,0,2.1,0,0
5305190,2009,0,0,1,0,0,0,2.15,0,0
5305190,2010,0,0,1,0,0,0,2.08,0,0
5305190,2011,0,0,1,0,0,0,1.9,0,0
5305190,2012,0,0,1,0,0,0,1.72,0,0
5305190,2013,0,0,1,0,0,0,2.85,0,0
5305190,2014,0,0,1,0,0,0,2.73,0,0
5305190,2015,0,0,0,1,0,0,2.38,0,0
5305220,2002,0,1,0,0,0,0,1.68,0,0
5305220,2003,75,1,0,0,75,0,2.09,1,1
5305220,2004,44,1,0,0,44,0,2.23,1,1
5305220,2005,25,1,0,0,25,0,2.44,1,1
5305220,2006,35,1,0,0,35,0,2.17,1,1
5305220,2007,96,1,0,0,96,0,2.4,1,1
5305220,2008,84,1,0,0,84,0,2.28,1,1
5305220,2009,0,0,1,0,0,0,2.3,1,0
5305220,2010,0,0,1,0,0,0,2.48,1,0
5305220,2011,0,0,1,0,0,0,2.51,1,0
5305220,2012,0,0,1,0,0,0,2.47,1,0
5305220,2013,0,0,1,0,0,0,2.53,1,0
5305220,2014,0,0,1,0,0,0,2.29,1,0
5305220,2015,0,0,0,1,0,0,2.15,1,0
5305250,2002,0,1,0,0,0,0,1.73,0,0
5305250,2003,0,1,0,0,0,0,2.29,0,0
5305250,2004,0,1,0,0,0,0,2.44,0,0
5305250,2005,0,1,0,0,0,0,2.51,0,0
5305250,2006,0,1,0,0,0,0,2.46,0,0
5305250,2007,0,1,0,0,0,0,2.25,0,0
5305250,2008,0,1,0,0,0,0,2.17,0,0
5305250,2009,0,0,1,0,0,0,2.02,0,0
5305250,2010,0,0,1,0,0,0,2.21,0,0
5305250,2011,0,0,1,0,0,0,2.37,0,0
5305250,2012,0,0,1,0,0,0,2.1,0,0
5305250,2013,0,0,1,0,0,0,2.84,0,0
5305250,2014,0,0,1,0,0,0,2.24,0,0
5305250,2015,0,0,0,1,0,0,2.48,0,0
5305280,2002,0,1,0,0,0,0,1.08,0,0
5305280,2003,0,1,0,0,0,0,1.24,0,0
5305280,2004,0,1,0,0,0,0,1.67,0,0
5305280,2005,0,1,0,0,0,0,1.39,0,0
5305280,2006,0,1,0,0,0,0,1.54,0,0
5305280,2007,0,1,0,0,0,0,1.68,0,0
5305280,2008,0,1,0,0,0,0,1.44,0,0
5305280,2009,0,0,1,0,0,0,1.77,0,0
5305280,2010,0,0,1,0,0,0,1.65,0,0
5305280,2011,0,0,1,0,0,0,1.53,0,0
5305280,2012,0,0,1,0,0,0,1.47,0,0
5305280,2013,0,0,1,0,0,0,1.68,0,0
5305280,2015,0,0,0,1,0,0,1.01,NA,0
5305310,2002,0,1,0,0,0,0,1.78,0,0
5305310,2003,0,1,0,0,0,0,2.02,0,0
5305310,2004,0,1,0,0,0,0,2.38,0,0
5305310,2005,0,1,0,0,0,0,2.41,0,0
5305310,2006,24,1,0,0,24,0,2.38,1,1
5305310,2007,0,1,0,0,0,0,2.37,1,0
5305310,2008,22,1,0,0,22,0,2.28,1,1
5305310,2009,0,0,1,0,0,0,2.52,1,0
5305310,2010,0,0,1,0,0,0,2.36,1,0
5305310,2011,0,0,1,0,0,0,2.75,1,0
5305310,2012,0,0,1,0,0,0,2.48,1,0
5305310,2013,0,0,1,0,0,0,2.61,1,0
5305310,2014,0,0,1,0,0,0,2.62,1,0
5305310,2015,0,0,0,1,0,0,2.46,1,0
5305370,2002,0,1,0,0,0,0,1.59,0,0
5305370,2003,0,1,0,0,0,0,1.98,0,0
5305370,2004,0,1,0,0,0,0,2.1,0,0
5305370,2005,0,1,0,0,0,0,2.19,0,0
5305370,2006,0,1,0,0,0,0,2.08,0,0
5305370,2007,0,1,0,0,0,0,2.23,0,0
5305370,2008,0,1,0,0,0,0,2.12,0,0
5305370,2009,0,0,1,0,0,0,2.21,0,0
5305370,2010,0,0,1,0,0,0,2.26,0,0
5305370,2011,0,0,1,0,0,0,1.9,0,0
5305370,2012,0,0,1,0,0,0,2.07,0,0
5305370,2013,0,0,1,0,0,0,1.84,0,0
5305370,2014,0,0,1,0,0,0,1.96,0,0
5305370,2015,0,0,0,1,0,0,2.28,0,0
5305400,2002,0,1,0,0,0,0,1.59,0,0
5305400,2003,0,1,0,0,0,0,1.6,0,0
5305400,2004,0,1,0,0,0,0,1.93,0,0
5305400,2005,260,1,0,0,260,0,1.96,1,1
5305400,2006,0,1,0,0,0,0,1.99,1,0
5305400,2007,80,1,0,0,80,0,2.18,1,1
5305400,2008,15,1,0,0,15,0,1.99,1,1
5305400,2009,0,0,1,0,0,0,2.2,1,0
5305400,2010,0,0,1,0,0,0,2.15,1,0
5305400,2011,0,0,1,0,0,0,2.32,1,0
5305400,2012,42,0,1,0,42,0,2.27,1,1
5305400,2013,0,0,1,0,0,0,2.43,1,0
5305400,2014,0,0,1,0,0,0,2.31,1,0
5305400,2015,0,0,0,1,0,0,1.94,1,0
5305430,2002,198,1,0,0,198,0,2.13,1,1
5305430,2003,244,1,0,0,244,0,2.19,1,1
5305430,2004,0,1,0,0,0,0,2.43,1,0
5305430,2005,133,1,0,0,133,0,2.54,1,1
5305430,2006,231,1,0,0,231,0,2.46,1,1
5305430,2007,211,1,0,0,211,0,2.6,1,1
5305430,2008,0,1,0,0,0,0,2.63,1,0
5305430,2009,0,0,1,0,0,0,2.59,1,0
5305430,2010,0,0,1,0,0,0,2.55,1,0
5305430,2011,0,0,1,0,0,0,2.5,1,0
5305430,2012,0,0,1,0,0,0,2.75,1,0
5305430,2013,50,0,1,0,50,0,2.89,1,1
5305430,2014,0,0,1,0,0,0,3.08,1,0
5305430,2015,0,0,0,1,0,0,2.45,1,0
5305460,2002,0,1,0,0,0,0,1.68,0,0
5305460,2003,0,1,0,0,0,0,1.71,0,0
5305460,2004,0,1,0,0,0,0,2.22,0,0
5305460,2005,0,1,0,0,0,0,2.36,0,0
5305460,2006,0,1,0,0,0,0,2.28,0,0
5305460,2007,0,1,0,0,0,0,2.68,0,0
5305460,2008,0,1,0,0,0,0,2.32,0,0
5305460,2009,0,0,1,0,0,0,2.54,0,0
5305460,2010,0,0,1,0,0,0,2.25,0,0
5305460,2011,0,0,1,0,0,0,2.4,0,0
5305460,2012,0,0,1,0,0,0,2.22,0,0
5305460,2013,0,0,1,0,0,0,2.46,0,0
5305460,2015,0,0,0,1,0,0,2.25,NA,0
5305490,2002,0,1,0,0,0,0,1.99,0,0
5305490,2003,0,1,0,0,0,0,2.52,0,0
5305490,2004,0,1,0,0,0,0,2.26,0,0
5305490,2005,0,1,0,0,0,0,2.61,0,0
5305490,2006,0,1,0,0,0,0,2.38,0,0
5305490,2007,0,1,0,0,0,0,2.58,0,0
5305490,2008,0,1,0,0,0,0,2.73,0,0
5305490,2009,0,0,1,0,0,0,2.79,0,0
5305490,2010,0,0,1,0,0,0,2.35,0,0
5305490,2011,0,0,1,0,0,0,2.55,0,0
5305490,2012,0,0,1,0,0,0,2.81,0,0
5305490,2013,0,0,1,0,0,0,2.63,0,0
5305490,2015,0,0,0,1,0,0,2.62,NA,0
5305520,2002,0,1,0,0,0,0,2.53,0,0
5305520,2003,0,1,0,0,0,0,2,0,0
5305520,2004,0,1,0,0,0,0,2.3,0,0
5305520,2005,0,1,0,0,0,0,2.96,0,0
5305520,2006,0,1,0,0,0,0,2.68,0,0
5305520,2007,0,1,0,0,0,0,3.26,0,0
5305520,2008,0,1,0,0,0,0,2.88,0,0
5305520,2009,0,0,1,0,0,0,3.19,0,0
5305520,2010,0,0,1,0,0,0,2.9,0,0
5305520,2011,0,0,1,0,0,0,2.61,0,0
5305520,2012,0,0,1,0,0,0,2.96,0,0
5305520,2013,0,0,1,0,0,0,2.94,0,0
5305520,2014,0,0,1,0,0,0,2.72,0,0
5305520,2015,0,0,0,1,0,0,2.22,0,0
5305610,2002,0,1,0,0,0,0,1.73,0,0
5305610,2003,0,1,0,0,0,0,2,0,0
5305610,2004,0,1,0,0,0,0,2.19,0,0
5305610,2005,0,1,0,0,0,0,2.43,0,0
5305610,2006,0,1,0,0,0,0,2.39,0,0
5305610,2007,0,1,0,0,0,0,2.69,0,0
5305610,2008,0,1,0,0,0,0,2.63,0,0
5305610,2009,0,0,1,0,0,0,2.6,0,0
5305610,2010,0,0,1,0,0,0,2.78,0,0
5305610,2011,0,0,1,0,0,0,2.63,0,0
5305610,2012,0,0,1,0,0,0,2.47,0,0
5305610,2013,0,0,1,0,0,0,2.58,0,0
5305610,2015,0,0,0,1,0,0,2.29,NA,0
5305640,2002,0,1,0,0,0,0,2.03,0,0
5305640,2003,0,1,0,0,0,0,2.03,0,0
5305640,2004,0,1,0,0,0,0,2.45,0,0
5305640,2005,0,1,0,0,0,0,2.53,0,0
5305640,2006,0,1,0,0,0,0,2.51,0,0
5305640,2007,0,1,0,0,0,0,2.8,0,0
5305640,2008,0,1,0,0,0,0,2.38,0,0
5305640,2009,0,0,1,0,0,0,2.47,0,0
5305640,2010,0,0,1,0,0,0,2.64,0,0
5305640,2011,0,0,1,0,0,0,2.68,0,0
5305640,2012,0,0,1,0,0,0,2.6,0,0
5305640,2013,0,0,1,0,0,0,2.59,0,0
5305640,2014,0,0,1,0,0,0,0,0,0
5305640,2015,0,0,0,1,0,0,2.75,0,0
5305670,2002,0,1,0,0,0,0,2.24,0,0
5305670,2003,0,1,0,0,0,0,2.37,0,0
5305670,2004,0,1,0,0,0,0,2.59,0,0
5305670,2005,0,1,0,0,0,0,2.4,0,0
5305670,2006,24,1,0,0,24,0,2.71,1,1
5305670,2007,15,1,0,0,15,0,3,1,1
5305670,2008,0,1,0,0,0,0,2.9,1,0
5305670,2009,0,0,1,0,0,0,2.7,1,0
5305670,2010,0,0,1,0,0,0,2.42,1,0
5305670,2011,0,0,1,0,0,0,2.59,1,0
5305670,2012,0,0,1,0,0,0,2.68,1,0
5305670,2013,0,0,1,0,0,0,2.91,1,0
5305670,2015,0,0,0,1,0,0,2.42,1,0
5305700,2002,0,1,0,0,0,0,1.4,0,0
5305700,2003,0,1,0,0,0,0,1.85,0,0
5305700,2004,0,1,0,0,0,0,2.1,0,0
5305700,2005,0,1,0,0,0,0,2.17,0,0
5305700,2006,0,1,0,0,0,0,1.77,0,0
5305700,2007,0,1,0,0,0,0,2.1,0,0
5305700,2008,0,1,0,0,0,0,1.82,0,0
5305700,2009,0,0,1,0,0,0,2.06,0,0
5305700,2010,0,0,1,0,0,0,2.11,0,0
5305700,2011,0,0,1,0,0,0,2.36,0,0
5305700,2012,0,0,1,0,0,0,2.33,0,0
5305700,2013,0,0,1,0,0,0,2.22,0,0
5305700,2014,0,0,1,0,0,0,2.06,0,0
5305700,2015,0,0,0,1,0,0,2.34,0,0
5305730,2002,0,1,0,0,0,0,1.75,0,0
5305730,2003,0,1,0,0,0,0,1.84,0,0
5305730,2004,0,1,0,0,0,0,2.06,0,0
5305730,2005,0,1,0,0,0,0,2.12,0,0
5305730,2006,0,1,0,0,0,0,1.98,0,0
5305730,2007,0,1,0,0,0,0,2.25,0,0
5305730,2008,0,1,0,0,0,0,2.08,0,0
5305730,2009,0,0,1,0,0,0,1.97,0,0
5305730,2010,0,0,1,0,0,0,1.94,0,0
5305730,2011,0,0,1,0,0,0,2.28,0,0
5305730,2012,0,0,1,0,0,0,2.3,0,0
5305730,2013,0,0,1,0,0,0,2.37,0,0
5305730,2014,0,0,1,0,0,0,2.22,0,0
5305730,2015,0,0,0,1,0,0,1.94,0,0
5305760,2002,0,1,0,0,0,0,1.935,0,0
5305760,2003,120,1,0,0,120,0,2.36,1,1
5305760,2004,16,1,0,0,16,0,2.49,1,1
5305760,2005,0,1,0,0,0,0,2.6,1,0
5305760,2006,0,1,0,0,0,0,2.51,1,0
5305760,2007,43,1,0,0,43,0,2.56,1,1
5305760,2008,0,1,0,0,0,0,2.67,1,0
5305760,2009,0,0,1,0,0,0,2.53,1,0
5305760,2010,0,0,1,0,0,0,2.64,1,0
5305760,2011,0,0,1,0,0,0,2.57,1,0
5305760,2012,0,0,1,0,0,0,2.55,1,0
